Sondaj_No;Enlem;Boylam;GYS_m;Derinlik_m;Zemin_Sinifi;N_arazi;FC;PI
SK-27;422487.79;4604870.6;0.8;19.50;CL;50;87.3;17.1
SK-27;422487.79;4604870.6;0.8;21.35;CL;50;81.9;18.0
SK-27;422487.79;4604870.6;0.8;22.50;CL;50;81.9;18.0
SK-27;422487.79;4604870.6;0.8;24.35;CL;50;81.9;18.0
SK-27;422487.79;4604870.6;0.8;25.50;CL;50;81.3;18.1
SK-27;422487.79;4604870.6;0.8;27.35;CL;50;81.3;18.1
SK-27;422487.79;4604870.6;0.8;28.50;CL;50;81.3;18.1
SK-27;422487.79;4604870.6;0.8;30.00;CL;50;81.3;18.1
SK-28;421959.17;4604265.6;5.1;1.50;GM;50;15.0;0
SK-28;421959.17;4604265.6;5.1;3.50;ML;19;92.4;0
SK-28;421959.17;4604265.6;5.1;4.50;ML;10;92.4;0
SK-28;421959.17;4604265.6;5.1;6.50;SM;10;13.7;0
SK-28;421959.17;4604265.6;5.1;7.50;SM;14;13.7;0
SK-28;421959.17;4604265.6;5.1;9.05;GP-GC;9;7.4;16.4
SK-28;421959.17;4604265.6;5.1;11.00;CH;7;98.7;29.5
SK-28;421959.17;4604265.6;5.1;12.00;CH;10;98.7;29.5
SK-28;421959.17;4604265.6;5.1;14.00;CH;9;98.7;29.5
SK-28;421959.17;4604265.6;5.1;15.00;CH;7;98.7;29.5
SK-28;421959.17;4604265.6;5.1;16.80;CL;6;100.0;22.2
SK-28;421959.17;4604265.6;5.1;18.00;CL;7;100.0;22.2
SK-28;421959.17;4604265.6;5.1;19.50;CL;6;100.0;22.2
SK-28;421959.17;4604265.6;5.1;21.00;CL;7;100.0;22.2
SK-28;421959.17;4604265.6;5.1;22.90;SM;6;26.4;0
SK-28;421959.17;4604265.6;5.1;24.00;SM;8;26.4;0
SK-28;421959.17;4604265.6;5.1;26.00;SM;7;26.4;0
SK-28;421959.17;4604265.6;5.1;27.00;ML;7;56.0;0
SK-28;421959.17;4604265.6;5.1;28.50;ML;9;56.0;0
SK-28;421959.17;4604265.6;5.1;30.00;ML;8;56.0;0
SK-28;421959.17;4604265.6;5.1;32.00;CH;10;99.9;30.5
SK-28;421959.17;4604265.6;5.1;33.00;CH;9;99.9;30.5
SK-28;421959.17;4604265.6;5.1;35.00;CH;13;99.9;30.5
SK-28;421959.17;4604265.6;5.1;36.00;CH;10;99.9;30.5
SK-28;421959.17;4604265.6;5.1;38.00;CH;10;99.9;30.5
SK-28;421959.17;4604265.6;5.1;39.00;CH;9;99.9;30.5
SK-28;421959.17;4604265.6;5.1;40.90;SM;6;31.1;0
SK-28;421959.17;4604265.6;5.1;42.00;SM;5;31.1;0
SK-28;421959.17;4604265.6;5.1;44.00;CH;13;96.5;31.8
SK-28;421959.17;4604265.6;5.1;45.00;CH;11;96.5;31.8
SK-28;421959.17;4604265.6;5.1;47.00;CH;18;96.5;31.8
SK-28;421959.17;4604265.6;5.1;50.30;CH;14;96.5;31.8
SK-29;422044.75;4604342.42;5.0;1.50;GW;50;1.5;0
SK-29;422044.75;4604342.42;5.0;3.00;GW;50;1.5;0
SK-29;422044.75;4604342.42;5.0;4.50;GW;8;1.5;0
SK-29;422044.75;4604342.42;5.0;6.00;SW-SM;19;10.6;0
SK-29;422044.75;4604342.42;5.0;7.80;SW-SM;41;10.6;0
SK-29;422044.75;4604342.42;5.0;9.00;SW-SM;33;10.6;0
SK-29;422044.75;4604342.42;5.0;10.50;CH;6;99.9;34.8
SK-29;422044.75;4604342.42;5.0;12.45;CH;5;99.9;34.8
SK-29;422044.75;4604342.42;5.0;13.50;CH;4;99.9;34.8
SK-29;422044.75;4604342.42;5.0;15.45;CH;5;100.0;32.1
SK-29;422044.75;4604342.42;5.0;16.50;CH;6;100.0;32.1
SK-29;422044.75;4604342.42;5.0;18.45;CH;12;100.0;32.1
SK-29;422044.75;4604342.42;5.0;19.50;CH;12;100.0;32.1
SK-29;422044.75;4604342.42;5.0;21.25;GP-GC;50;8.3;19.3
SK-29;422044.75;4604342.42;5.0;22.50;GP-GC;50;8.3;19.3
SK-29;422044.75;4604342.42;5.0;24.45;GP-GC;45;8.3;19.3
SK-29;422044.75;4604342.42;5.0;25.50;ML;21;82.5;0
SK-29;422044.75;4604342.42;5.0;27.45;ML;14;82.5;0
SK-29;422044.75;4604342.42;5.0;28.50;ML;14;82.5;0
SK-29;422044.75;4604342.42;5.0;30.45;CH;10;100.0;15
SK-30;422130.18;4604419.11;2.75;1.50;SM;48;37.7;0
SK-30;422130.18;4604419.11;2.75;3.00;SM;68;37.7;0
SK-30;422130.18;4604419.11;2.75;4.50;CL;6;96.3;16.6
SK-30;422130.18;4604419.11;2.75;6.00;CL;6;96.3;16.6
SK-30;422130.18;4604419.11;2.75;7.95;CL;7;96.3;16.6
SK-30;422130.18;4604419.11;2.75;9.00;CL;8;96.3;16.6
SK-30;422130.18;4604419.11;2.75;10.95;ML;7;84.7;0
SK-30;422130.18;4604419.11;2.75;12.00;ML;9;84.7;0
SK-30;422130.18;4604419.11;2.75;13.95;ML;10;84.7;0
SK-30;422130.18;4604419.11;2.75;15.45;SM;6;15.2;0
SK-30;422130.18;4604419.11;2.75;16.95;SM;6;15.2;0
SK-30;422130.18;4604419.11;2.75;18.45;SM;7;15.2;0
SK-30;422130.18;4604419.11;2.75;19.95;SM;5;15.2;0
SK-30;422130.18;4604419.11;2.75;21.45;SM;7;15.2;0
SK-30;422130.18;4604419.11;2.75;23.00;CL;6;97.9;18.1
SK-30;422130.18;4604419.11;2.75;24.45;CL;9;97.9;18.1
SK-30;422130.18;4604419.11;2.75;26.40;CL;6;97.9;18.1
SK-30;422130.18;4604419.11;2.75;27.45;CL;5;97.9;18.1
SK-30;422130.18;4604419.11;2.75;28.95;CL;3;97.9;18.1
SK-30;422130.18;4604419.11;2.75;30.45;CH;6;100.0;27.6
SK-30;422130.18;4604419.11;2.75;31.95;CH;9;100.0;27.6
SK-30;422130.18;4604419.11;2.75;33.45;CH;8;100.0;27.6
SK-30;422130.18;4604419.11;2.75;34.95;CH;5;100.0;27.6
SK-30;422130.18;4604419.11;2.75;36.45;CH;12;100.0;36.2
SK-30;422130.18;4604419.11;2.75;37.95;CH;13;100.0;36.2
SK-30;422130.18;4604419.11;2.75;39.45;CH;13;100.0;36.2
SK-30;422130.18;4604419.11;2.75;40.95;CH;7;100.0;36.2
SK-30;422130.18;4604419.11;2.75;42.45;CH;9;95.6;28.3
SK-30;422130.18;4604419.11;2.75;43.95;CH;10;95.6;28.3
SK-30;422130.18;4604419.11;2.75;45.45;CH;9;95.6;28.3
SK-30;422130.18;4604419.11;2.75;46.95;CH;18;95.6;28.3
SK-30;422130.18;4604419.11;2.75;48.45;SM;15;30.2;0
SK-30;422130.18;4604419.11;2.75;50.25;SM;13;30.2;0
SK-30;422130.18;4604419.11;2.75;51.45;SM;11;30.2;0
SK-30;422130.18;4604419.11;2.75;52.95;SM;9;36.6;0
SK-30;422130.18;4604419.11;2.75;55.95;SW-SM;80;6.2;0
SK-30;422130.18;4604419.11;2.75;58.95;SW-SM;55;6.2;0
SK-30;422130.18;4604419.11;2.75;61.95;SW-SM;39;6.2;0
SK-31;422215.68;4604495.86;5.0;1.50;GP-GM;21;6.1;0
SK-31;422215.68;4604495.86;5.0;3.00;CL;9;98.0;19.4
SK-31;422215.68;4604495.86;5.0;4.85;CL;2;98.0;19.4
SK-31;422215.68;4604495.86;5.0;6.00;CL;4;98.0;19.4
SK-31;422215.68;4604495.86;5.0;7.90;CL;3;98.0;19.4
SK-31;422215.68;4604495.86;5.0;9.00;CH;6;99.1;29.3
SK-31;422215.68;4604495.86;5.0;10.95;CH;3;99.1;29.3
SK-31;422215.68;4604495.86;5.0;12.00;CH;5;99.1;29.3
SK-31;422215.68;4604495.86;5.0;13.95;CH;4;99.1;29.3
SK-31;422215.68;4604495.86;5.0;15.00;CL;7;93.4;26.7
SK-31;422215.68;4604495.86;5.0;16.95;CL;25;93.4;26.7
SK-31;422215.68;4604495.86;5.0;18.00;CL;29;93.4;26.7
SK-31;422215.68;4604495.86;5.0;19.50;SP;22;3.0;0
SK-31;422215.68;4604495.86;5.0;21.00;SP;13;3.0;0
SK-31;422215.68;4604495.86;5.0;22.50;SP;22;3.0;0
SK-31;422215.68;4604495.86;5.0;24.45;SP;8;3.0;0
SK-31;422215.68;4604495.86;5.0;25.50;CH;6;99.6;33.1
SK-31;422215.68;4604495.86;5.0;27.00;CH;11;99.6;33.1
SK-31;422215.68;4604495.86;5.0;28.50;CH;7;99.6;33.1
SK-31;422215.68;4604495.86;5.0;30.00;CH;7;99.6;33.1
SK-32;422301.19;4604572.63;4.9;1.50;SC;48;30.9;19.4
SK-32;422301.19;4604572.63;4.9;3.00;SC;68;30.9;19.4
SK-32;422301.19;4604572.63;4.9;4.50;CL;6;95.1;25.7
SK-32;422301.19;4604572.63;4.9;6.00;CL;6;95.1;25.7
SK-32;422301.19;4604572.63;4.9;7.95;CH;7;100.0;32.0
SK-32;422301.19;4604572.63;4.9;9.00;CH;8;100.0;32.0
SK-32;422301.19;4604572.63;4.9;10.95;CH;7;100.0;32.0
SK-32;422301.19;4604572.63;4.9;12.00;CH;9;100.0;32.0
SK-32;422301.19;4604572.63;4.9;13.95;CH;10;100.0;32.0
SK-32;422301.19;4604572.63;4.9;15.45;ML;7;84.3;0
SK-32;422301.19;4604572.63;4.9;16.95;ML;25;84.3;0
SK-32;422301.19;4604572.63;4.9;18.00;ML;29;84.3;0
SK-32;422301.19;4604572.63;4.9;19.50;ML;22;84.3;0
SK-32;422301.19;4604572.63;4.9;21.00;ML;13;84.3;0
SK-32;422301.19;4604572.63;4.9;22.50;ML;22;84.3;0
SK-32;422301.19;4604572.63;4.9;24.45;ML;8;84.3;0
SK-32;422301.19;4604572.63;4.9;25.50;CH;6;95.7;28.3
SK-32;422301.19;4604572.63;4.9;27.00;CH;3;95.7;28.3
SK-32;422301.19;4604572.63;4.9;30.00;CH;4;100.0;35.6
SK-32;422301.19;4604572.63;4.9;33.00;CH;8;100.0;35.6
SK-32;422301.19;4604572.63;4.9;36.00;CH;7;100.0;35.6
SK-32;422301.19;4604572.63;4.9;37.95;CH;11;100.0;35.6
SK-32;422301.19;4604572.63;4.9;39.00;CH;9;100.0;32.8
SK-32;422301.19;4604572.63;4.9;40.95;CH;7;100.0;32.8
SK-32;422301.19;4604572.63;4.9;43.90;CH;10;100.0;32.8
SK-32;422301.19;4604572.63;4.9;45.00;CH;11;100.0;31.6
SK-32;422301.19;4604572.63;4.9;46.90;CH;18;100.0;31.6
SK-32;422301.19;4604572.63;4.9;48.00;CH;15;100.0;31.6
SK-32;422301.19;4604572.63;4.9;49.80;CH;13;100.0;31.6
SK-32;422301.19;4604572.63;4.9;51.00;CL;37;61.2;13.5
SK-32;422301.19;4604572.63;4.9;52.50;CL;51;61.2;13.5
SK-32;422301.19;4604572.63;4.9;55.50;CL;80;61.2;13.5
SK-32;422301.19;4604572.63;4.9;57.00;SW;55;3.7;0
SK-32;422301.19;4604572.63;4.9;58.50;SW;51;3.7;0
SK-32;422301.19;4604572.63;4.9;60.00;GP-GM;43;5.5;0
SK-32;422301.19;4604572.63;4.9;61.50;GM;39;13.5;0
SK-32;422301.19;4604572.63;4.9;63.00;GM;50;13.5;0
SK-33;422386.65;4604649.43;2.4;1.50;GM;6;31.0;0
SK-33;422386.65;4604649.43;2.4;3.45;GM;15;31.0;0
SK-33;422386.65;4604649.43;2.4;5.15;CL;6;88.6;0
SK-33;422386.65;4604649.43;2.4;6.45;CL;4;88.6;0
SK-33;422386.65;4604649.43;2.4;8.35;CL;6;88.6;0
SK-33;422386.65;4604649.43;2.4;9.45;CL;5;88.6;0
SK-33;422386.65;4604649.43;2.4;10.95;ML;4;88.6;0
SK-33;422386.65;4604649.43;2.4;12.45;ML;2;88.6;0
SK-33;422386.65;4604649.43;2.4;14.45;ML;5;88.6;0
SK-33;422386.65;4604649.43;2.4;15.45;ML;6;100.0;0
SK-33;422386.65;4604649.43;2.4;17.35;ML;5;100.0;0
SK-33;422386.65;4604649.43;2.4;18.45;ML;6;100.0;0
SK-33;422386.65;4604649.43;2.4;20.45;ML;6;100.0;0
SK-33;422386.65;4604649.43;2.4;21.45;CH;5;99.6;35.2
SK-33;422386.65;4604649.43;2.4;23.45;CH;6;99.6;35.2
SK-33;422386.65;4604649.43;2.4;24.45;CH;7;99.6;35.2
SK-33;422386.65;4604649.43;2.4;26.40;CH;6;71.6;33.0
SK-33;422386.65;4604649.43;2.4;27.45;CH;9;71.6;33.0
SK-33;422386.65;4604649.43;2.4;29.35;CH;11;71.6;33.0
SK-33;422386.65;4604649.43;2.4;30.45;CH;11;71.6;33.0
SK-34;422473.62;4604727.48;2.5;1.50;GC;6;12.5;12.0
SK-34;422473.62;4604727.48;2.5;3.00;GC;12;12.5;12.0
SK-34;422473.62;4604727.48;2.5;5.00;CL;6;99.0;27.0
SK-34;422473.62;4604727.48;2.5;6.00;CL;4;99.0;27.0
SK-34;422473.62;4604727.48;2.5;7.90;CL;8;99.0;27.0
SK-34;422473.62;4604727.48;2.5;9.00;CH;10;98.6;29.4
SK-34;422473.62;4604727.48;2.5;10.85;CH;6;98.6;29.4
SK-34;422473.62;4604727.48;2.5;12.00;CH;8;98.6;29.4
SK-34;422473.62;4604727.48;2.5;14.00;CH;10;98.6;29.4
SK-34;422473.62;4604727.48;2.5;15.00;CL;5;97.5;27.2
SK-34;422473.62;4604727.48;2.5;16.75;CL;7;97.5;27.2
SK-34;422473.62;4604727.48;2.5;18.00;CL;9;97.5;27.2
SK-34;422473.62;4604727.48;2.5;19.95;CL;22;97.5;27.2
SK-34;422473.62;4604727.48;2.5;21.00;CL;34;97.5;27.2
SK-35;422557.65;4604802.95;0.3;1.50;CL;7;87.1;19.7
SK-35;422557.65;4604802.95;0.3;3.00;CL;50;87.1;19.7
SK-35;422557.65;4604802.95;0.3;4.50;CL;13;95.7;25.9
SK-35;422557.65;4604802.95;0.3;6.40;CL;16;95.7;25.9
SK-35;422557.65;4604802.95;0.3;7.50;CL;15;95.7;25.9
SK-35;422557.65;4604802.95;0.3;9.00;CL;20;95.7;25.9
SK-35;422557.65;4604802.95;0.3;10.75;CL;51;54.6;13.8
SK-35;422557.65;4604802.95;0.3;12.00;CL;60;54.6;13.8
SK-35;422557.65;4604802.95;0.3;13.50;CL;50;54.6;13.8
SK-35;422557.65;4604802.95;0.3;24.70;CL;13;81.1;15.1
SK-35;422557.65;4604802.95;0.3;25.80;CL;46;81.1;15.1
SK-35;422557.65;4604802.95;0.3;27.00;CL;62;81.1;15.1
SK-35;422557.65;4604802.95;0.3;28.50;CL;73;91.8;16.0
SK-35;422557.65;4604802.95;0.3;31.70;CL;50;75.6;18.2
